imgA,imgB,rating,condition,session_id
1_114a.jpg,1_114b.jpg,3,HSim,4
1_059a.jpg,1_059b.jpg,4,HSim,2
4_025a.jpg,4_025b.jpg,4,HSim,5
2_045a.jpg,2_045b.jpg,1,LSim,4
1_080a.jpg,1_080b.jpg,5,Targ,4
E_021a.jpg,E_021b.jpg,4,HSim,3
F_130a.jpg,F_130b.jpg,3,Targ,2
4_185a.jpg,4_185b.jpg,4,Targ,2
5_153a.jpg,5_153b.jpg,2,LSim,5
5_033a.jpg,5_033b.jpg,3,Targ,2
5_068a.jpg,5_068b.jpg,1,Targ,1
5_117a.jpg,5_117b.jpg,3,Targ,4
5_013a.jpg,5_013b.jpg,2,Foil,1
5_182a.jpg,5_182b.jpg,4,HSim,4
5_146a.jpg,5_146b.jpg,2,LSim,1
1_046a.jpg,1_046b.jpg,2,Targ,2
3_100a.jpg,3_100b.jpg,5,Targ,3
E_059a.jpg,E_059b.jpg,1,Foil,3
1_188a.jpg,1_188b.jpg,5,Targ,3
6_166a.jpg,6_166b.jpg,1,LSim,1
5_075a.jpg,5_075b.jpg,4,Foil,1
4_191a.jpg,4_191b.jpg,2,Targ,3
4_121a.jpg,4_121b.jpg,5,Targ,4
4_004a.jpg,4_004b.jpg,1,LSim,2
C_167a.jpg,C_167b.jpg,5,Targ,4
1_190a.jpg,1_190b.jpg,5,Foil,3
6_016a.jpg,6_016b.jpg,1,Targ,3
3_087a.jpg,3_087b.jpg,3,Foil,5
4_079a.jpg,4_079b.jpg,1,Targ,2
1_082a.jpg,1_082b.jpg,4,HSim,2
4_164a.jpg,4_164b.jpg,1,Targ,4
C_050a.jpg,C_050b.jpg,5,Targ,3
6_001a.jpg,6_001b.jpg,1,LSim,1
3_107a.jpg,3_107b.jpg,5,Targ,3
4_031a.jpg,4_031b.jpg,5,Targ,2
1_130a.jpg,1_130b.jpg,3,Foil,3
3_062a.jpg,3_062b.jpg,5,Targ,5
1_093a.jpg,1_093b.jpg,4,Targ,3
