imgA,imgB,rating,condition,session_id
F_045a.jpg,F_045b.jpg,1,Foil,2
2_192a.jpg,2_192b.jpg,2,Targ,1
C_083a.jpg,C_083b.jpg,5,Targ,3
3_167a.jpg,3_167b.jpg,3,Targ,5
3_037a.jpg,3_037b.jpg,4,HSim,2
E_140a.jpg,E_140b.jpg,4,Targ,1
1_101a.jpg,1_101b.jpg,2,Targ,1
2_088a.jpg,2_088b.jpg,5,Foil,1
1_041a.jpg,1_041b.jpg,5,Foil,5
4_120a.jpg,4_120b.jpg,4,HSim,5
1_030a.jpg,1_030b.jpg,1,LSim,2
2_152a.jpg,2_152b.jpg,3,HSim,1
2_119a.jpg,2_119b.jpg,5,Targ,4
E_148a.jpg,E_148b.jpg,4,Targ,4
2_105a.jpg,2_105b.jpg,3,HSim,5
6_108a.jpg,6_108b.jpg,5,Targ,4
1_107a.jpg,1_107b.jpg,2,LSim,4
E_058a.jpg,E_058b.jpg,2,LSim,1
2_108a.jpg,2_108b.jpg,2,Targ,2
6_037a.jpg,6_037b.jpg,3,Foil,1
3_018a.jpg,3_018b.jpg,2,LSim,5
1_150a.jpg,1_150b.jpg,4,Foil,1
4_165a.jpg,4_165b.jpg,2,LSim,1
5_154a.jpg,5_154b.jpg,2,LSim,2
2_074a.jpg,2_074b.jpg,3,HSim,3
6_136a.jpg,6_136b.jpg,4,HSim,4
C_051a.jpg,C_051b.jpg,3,HSim,1
4_073a.jpg,4_073b.jpg,5,Foil,5
E_075a.jpg,E_075b.jpg,5,Targ,2
6_111a.jpg,6_111b.jpg,3,Targ,1
1_183a.jpg,1_183b.jpg,2,LSim,2
3_025a.jpg,3_025b.jpg,5,Foil,1
6_003a.jpg,6_003b.jpg,1,Targ,4
3_116a.jpg,3_116b.jpg,3,Targ,4
1_123a.jpg,1_123b.jpg,4,Targ,5
1_185a.jpg,1_185b.jpg,4,HSim,3
5_009a.jpg,5_009b.jpg,2,Foil,2
F_088a.jpg,F_088b.jpg,2,Targ,5
2_131a.jpg,2_131b.jpg,5,Foil,5
2_104a.jpg,2_104b.jpg,1,LSim,5
